Date,History,Date00,REF,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
35892,181668160,35892,162748960,35892,98100806.4,35892,199834976,35892,223451836.8,35892,178034796.8,35892,119900985.6,35892,161684662.4,35892,145334528,35892,218001792,35892,221635155.2,35892,203468339.2,35892,90834080,35892,222725164.2,35892,214368428.8,35892,127167712,35892,207101702.4,35892,221998491.5,35892,227085200,35892,225268518.4,35892,109000896,35892,272502240,35892,130801075.2,35892,229901056.5,35892,228901881.6,35892,99917488,35892,226176859.2,35892,229810222.4,35892,192568249.6,35892,50867084.8,35892,210735065.6,35892,163501344
35900,202418528,35900,179184896,35900,109306005.1,35900,222660380.8,35900,248974789.4,35900,198370157.4,35900,133596228.5,35900,180152489.9,35900,161934822.4,35900,242902233.6,35900,246950604.2,35900,226708751.4,35900,101209264,35900,248165115.3,35900,238853863,35900,141692969.6,35900,230757121.9,35900,247355441.2,35900,253023160,35900,250998974.7,35900,121451116.8,35900,303627792,35900,145741340.2,35900,256160647.2,35900,255047345.3,35900,111330190.4,35900,252011067.4,35900,256059437.9,35900,214563639.7,35900,56677187.84,35900,234805492.5,35900,182176675.2
35908,223168896,35908,195700848,35908,120511203.8,35908,245485785.6,35908,274497742.1,35908,218705518.1,35908,147291471.4,35908,198620317.4,35908,178535116.8,35908,267802675.2,35908,272266053.1,35908,249949163.5,35908,111584448,35908,273605066.5,35908,263339297.3,35908,156218227.2,35908,254412541.4,35908,272712390.9,35908,278961120,35908,276729431,35908,133901337.6,35908,334753344,35908,160681605.1,35908,282420237.9,35908,281192809,35908,122742892.8,35908,277845275.5,35908,282308653.4,35908,236559029.8,35908,62487290.88,35908,258875919.4,35908,200852006.4
35916,246573808,35916,214361264,35916,133149856.3,35916,271231188.8,35916,303285783.8,35916,241642331.8,35916,162738713.3,35916,219450689.1,35916,197259046.4,35916,295888569.6,35916,300820045.8,35916,276162665,35916,123286904,35916,302299488.6,35916,290957093.4,35916,172601665.6,35916,281094141.1,35916,301313193.4,35916,308217260,35916,305751521.9,35916,147944284.8,35916,369860712,35916,177533141.8,35916,312039154,35916,310682998.1,35916,135615594.4,35916,306984391,35916,311915867.1,35916,261368236.5,35916,69040666.24,35916,286025617.3,35916,221916427.2
35926,278752256,35926,240352720,35926,150526218.2,35926,306627481.6,35926,342865274.9,35926,273177210.9,35926,183976489,35926,248089507.8,35926,223001804.8,35926,334502707.2,35926,340077752.3,35926,312202526.7,35926,139376128,35926,341750265.9,35926,328927662.1,35926,195126579.2,35926,317777571.8,35926,340635256.8,35926,348440320,35926,345652797.4,35926,167251353.6,35926,418128384,35926,200701624.3,35926,352760980,35926,351227842.6,35926,153313740.8,35926,347046558.7,35926,352621603.8,35926,295477391.4,35926,78050631.68,35926,323352617,35926,250877030.4
35933.5,302886112,35933.5,260221088,35933.5,163558500.5,35933.5,333174723.2,35933.5,372549917.8,35933.5,296828389.8,35933.5,199904833.9,35933.5,269568639.7,35933.5,242308889.6,35933.5,363463334.4,35933.5,369521056.6,35933.5,339232445.4,35933.5,151443056,35933.5,371338373.3,35933.5,357405612.2,35933.5,212020278.4,35933.5,345290167.7,35933.5,370126828.9,35933.5,378607640,35933.5,375578778.9,35933.5,181731667.2,35933.5,454329168,35933.5,218078000.6,35933.5,383302374.7,35933.5,381636501.1,35933.5,166587361.6,35933.5,377093209.4,35933.5,383150931.7,35933.5,321059278.7,35933.5,84808111.36,35933.5,351347889.9,35933.5,272597500.8
35941,327019968,35941,280491968,35941,176590782.7,35941,359721964.8,35941,402234560.6,35941,320479568.6,35941,215833178.9,35941,291047771.5,35941,261615974.4,35941,392423961.6,35941,398964361,35941,366262364.2,35941,163509984,35941,400926480.8,35941,385883562.2,35941,228913977.6,35941,372802763.5,35941,399618400.9,35941,408774960,35941,405504760.3,35941,196211980.8,35941,490529952,35941,235454377,35941,413843769.5,35941,412045159.7,35941,179860982.4,35941,407139860.2,35941,413680259.5,35941,346641166.1,35941,91565591.04,35941,379343162.9,35941,294317971.2
35942,330405344,35942,283312864,35942,178418885.8,35942,363445878.4,35942,406398573.1,35942,323797237.1,35942,218067527,35942,294060756.2,35942,264324275.2,35942,396486412.8,35942,403094519.7,35942,370053985.3,35942,165202672,35942,405076951.7,35942,389878305.9,35942,231283740.8,35942,376662092.2,35942,403755330.4,35942,413006680,35942,409702626.6,35942,198243206.4,35942,495608016,35942,237891847.7,35942,418127962.8,35942,416310733.4,35942,181722939.2,35942,411354653.3,35942,417962760.2,35942,350229664.6,35942,92513496.32,35942,383270199,35942,297364809.6
35943.25,334393216,35943.25,286638624,35943.25,180572336.6,35943.25,367832537.6,35943.25,411303655.7,35943.25,327705351.7,35943.25,220699522.6,35943.25,297609962.2,35943.25,267514572.8,35943.25,401271859.2,35943.25,407959723.5,35943.25,374520401.9,35943.25,167196608,35943.25,409966082.8,35943.25,394583994.9,35943.25,234075251.2,35943.25,381208266.2,35943.25,408628510,35943.25,417991520,35943.25,414647587.8,35943.25,200635929.6,35943.25,501589824,35943.25,240763115.5,35943.25,423174614.8,35943.25,421335452.2,35943.25,183916268.8,35943.25,416319553.9,35943.25,423007418.2,35943.25,354456809,35943.25,93630100.48,35943.25,387896130.6,35943.25,300953894.4
35944.8125,339378048,35944.8125,290811776,35944.8125,183264145.9,35944.8125,373315852.8,35944.8125,417434999,35944.8125,332590487,35944.8125,223989511.7,35944.8125,302046462.7,35944.8125,271502438.4,35944.8125,407253657.6,35944.8125,414041218.6,35944.8125,380103413.8,35944.8125,169689024,35944.8125,416077486.8,35944.8125,400466096.6,35944.8125,237564633.6,35944.8125,386890974.7,35944.8125,414719974.7,35944.8125,424222560,35944.8125,420828779.5,35944.8125,203626828.8,35944.8125,509067072,35944.8125,244352194.6,35944.8125,429482919.7,35944.8125,427616340.5,35944.8125,186657926.4,35944.8125,422525669.8,35944.8125,429313230.7,35944.8125,359740730.9,35944.8125,95025853.44,35944.8125,393678535.7,35944.8125,305440243.2
35945.90625,342867424,35945.90625,293740928,35945.90625,185148409,35945.90625,377154166.4,35945.90625,421726931.5,35945.90625,336010075.5,35945.90625,226292499.8,35945.90625,305152007.4,35945.90625,274293939.2,35945.90625,411440908.8,35945.90625,418298257.3,35945.90625,384011514.9,35945.90625,171433712,35945.90625,420355461.8,35945.90625,404583560.3,35945.90625,240007196.8,35945.90625,390868863.4,35945.90625,418983992.1,35945.90625,428584280,35945.90625,425155605.8,35945.90625,205720454.4,35945.90625,514301136,35945.90625,246864545.3,35945.90625,433898725.1,35945.90625,432012954.2,35945.90625,188577083.2,35945.90625,426869942.9,35945.90625,433727291.4,35945.90625,363439469.4,35945.90625,96002878.72,35945.90625,397726211.8,35945.90625,308580681.6
35947,346356832,35947,296677952,35947,187032689.3,35947,380992515.2,35947,426018903.4,35947,339429695.4,35947,228595509.1,35947,308257580.5,35947,277085465.6,35947,415628198.4,35947,422555335,35947,387919651.8,35947,173178416,35947,424633476,35947,408701061.8,35947,242449782.4,35947,394846788.5,35947,423248048.7,35947,432946040,35947,429482471.7,35947,207814099.2,35947,519535248,35947,249376919,35947,438314570.9,35947,436409608.3,35947,190496257.6,35947,431214255.8,35947,438141392.5,35947,367138241.9,35947,96979912.96,35947,401773925.1,35947,311721148.8
35948.36719,350891840,35948.36719,300411680,35948.36719,189481593.6,35948.36719,385981024,35948.36719,431596963.2,35948.36719,343874003.2,35948.36719,231588614.4,35948.36719,312293737.6,35948.36719,280713472,35948.36719,421070208,35948.36719,428088044.8,35948.36719,392998860.8,35948.36719,175445920,35948.36719,430193395.8,35948.36719,414052371.2,35948.36719,245624288,35948.36719,400016697.6,35948.36719,428789828.5,35948.36719,438614800,35948.36719,435105881.6,35948.36719,210535104,35948.36719,526337760,35948.36719,252642124.8,35948.36719,444053623.5,35948.36719,442123718.4,35948.36719,192990512,35948.36719,436860340.8,35948.36719,443878177.6,35948.36719,371945350.4,35948.36719,98249715.2,35948.36719,407034534.4,35948.36719,315802656
35950.07617,356560576,35950.07617,305096352,35950.07617,192542711,35950.07617,392216633.6,35950.07617,438569508.5,35950.07617,349429364.5,35950.07617,235329980.2,35950.07617,317338912.6,35950.07617,285248460.8,35950.07617,427872691.2,35950.07617,435003902.7,35950.07617,399347845.1,35950.07617,178280288,35950.07617,437143266.2,35950.07617,420741479.7,35950.07617,249592403.2,35950.07617,406479056.6,35950.07617,435717023.9,35950.07617,445700720,35950.07617,442135114.2,35950.07617,213936345.6,35950.07617,534840864,35950.07617,256723614.7,35950.07617,451227408.9,35950.07617,449266325.8,35950.07617,196108316.8,35950.07617,443917917.1,35950.07617,451049128.6,35950.07617,377954210.6,35950.07617,99836961.28,35950.07617,413610268.2,35950.07617,320904518.4
35952.2124,363646528,35952.2124,310978432,35952.2124,196369125.1,35952.2124,400011180.8,35952.2124,447285229.4,35952.2124,356373597.4,35952.2124,240006708.5,35952.2124,323645409.9,35952.2124,290917222.4,35952.2124,436375833.6,35952.2124,443648764.2,35952.2124,407284111.4,35952.2124,181823264,35952.2124,445830643.3,35952.2124,429102903,35952.2124,254552569.6,35952.2124,414557041.9,35952.2124,444376057.2,35952.2124,454558160,35952.2124,450921694.7,35952.2124,218187916.8,35952.2124,545469792,35952.2124,261825500.2,35952.2124,460194681.2,35952.2124,458194625.3,35952.2124,200005590.4,35952.2124,452739927.4,35952.2124,460012857.9,35952.2124,385465319.7,35952.2124,101821027.8,35952.2124,421829972.5,35952.2124,327281875.2
35954.88269,372503936,35954.88269,318371232,35954.88269,201152125.4,35954.88269,409754329.6,35954.88269,458179841.3,35954.88269,365053857.3,35954.88269,245852597.8,35954.88269,331528503,35954.88269,298003148.8,35954.88269,447004723.2,35954.88269,454454801.9,35954.88269,417204408.3,35954.88269,186251968,35954.88269,456689825.5,35954.88269,439554644.5,35954.88269,260752755.2,35954.88269,424654487,35954.88269,455199809.8,35954.88269,465629920,35954.88269,461904880.6,35954.88269,223502361.6,35954.88269,558755904,35954.88269,268202833.9,35954.88269,471403731,35954.88269,469354959.4,35954.88269,204877164.8,35954.88269,463767400.3,35954.88269,471217479,35954.88269,394854172.2,35954.88269,104301102.1,35954.88269,432104565.8,35954.88269,335253542.4
35957.44135,380991072,35957.44135,325489696,35957.44135,205735178.9,35957.44135,419090179.2,35957.44135,468619018.6,35957.44135,373371250.6,35957.44135,251454107.5,35957.44135,339082054.1,35957.44135,304792857.6,35957.44135,457189286.4,35957.44135,464809107.8,35957.44135,426710000.6,35957.44135,190495536,35957.44135,467095054.3,35957.44135,449569465,35957.44135,266693750.4,35957.44135,434329822.1,35957.44135,465571090,35957.44135,476238840,35957.44135,472428929.3,35957.44135,228594643.2,35957.44135,571486608,35957.44135,274313571.8,35957.44135,482144201.6,35957.44135,480048750.7,35957.44135,209545089.6,35957.44135,474333884.6,35957.44135,481953706.1,35957.44135,403850536.3,35957.44135,106677500.2,35957.44135,441949643.5,35957.44135,342891964.8
35960,389478208,35960,332642432,35960,210318232.3,35960,428426028.8,35960,479058195.8,35960,381688643.8,35960,257055617.3,35960,346635605.1,35960,311582566.4,35960,467373849.6,35960,475163413.8,35960,436215593,35960,194739104,35960,477500283,35960,459584285.4,35960,272634745.6,35960,444005157.1,35960,475942370.2,35960,486847760,35960,482952977.9,35960,233686924.8,35960,584217312,35960,280424309.8,35960,492884672.2,35960,490742542.1,35960,214213014.4,35960,484900369,35960,492689933.1,35960,412846900.5,35960,109053898.2,35960,451794721.3,35960,350530387.2
35963.19832,399960320,35963.19832,341687296,35963.19832,215978572.8,35963.19832,439956352,35963.19832,491951193.6,35963.19832,391961113.6,35963.19832,263973811.2,35963.19832,355964684.8,35963.19832,319968256,35963.19832,479952384,35963.19832,487951590.4,35963.19832,447955558.4,35963.19832,199980160,35963.19832,490351352.3,35963.19832,471953177.6,35963.19832,279972224,35963.19832,455954764.8,35963.19832,488751511,35963.19832,499950400,35963.19832,495950796.8,35963.19832,239976192,35963.19832,599940480,35963.19832,287971430.4,35963.19832,506149785,35963.19832,503950003.2,35963.19832,219978176,35963.19832,497950598.4,35963.19832,505949804.8,35963.19832,423957939.2,35963.19832,111988889.6,35963.19832,463953971.2,35963.19832,359964288
35966.09915,409467456,35966.09915,349929728,35966.09915,221112426.2,35966.09915,450414201.6,35966.09915,503644970.9,35966.09915,401278106.9,35966.09915,270248521,35966.09915,364426035.8,35966.09915,327573964.8,35966.09915,491360947.2,35966.09915,499550296.3,35966.09915,458603550.7,35966.09915,204733728,35966.09915,502007101.1,35966.09915,483171598.1,35966.09915,286627219.2,35966.09915,466792899.8,35966.09915,500369231.2,35966.09915,511834320,35966.09915,507739645.4,35966.09915,245680473.6,35966.09915,614201184,35966.09915,294816568.3,35966.09915,518181065.6,35966.09915,515928994.6,35966.09915,225207100.8,35966.09915,509786982.7,35966.09915,517976331.8,35966.09915,434035503.4,35966.09915,114650887.7,35966.09915,474982249,35966.09915,368520710.4
35969,418974592,35969,358213664,35969,226246279.7,35969,460872051.2,35969,515338748.2,35969,410595100.2,35969,276523230.7,35969,372887386.9,35969,335179673.6,35969,502769510.4,35969,511149002.2,35969,469251543,35969,209487296,35969,513662849.8,35969,494390018.6,35969,293282214.4,35969,477631034.9,35969,511986951.4,35969,523718240,35969,519528494.1,35969,251384755.2,35969,628461888,35969,301661706.2,35969,530212346.2,35969,527907985.9,35969,230436025.6,35969,521623367,35969,530002858.9,35969,444113067.5,35969,117312885.8,35969,486010526.7,35969,377077132.8
35970,422583840,35970,361385120,35970,228195273.6,35970,464842224,35970,519778123.2,35970,414132163.2,35970,278905334.4,35970,376099617.6,35970,338067072,35970,507100608,35970,515552284.8,35970,473293900.8,35970,211291920,35970,518087787.8,35970,498648931.2,35970,295808688,35970,481745577.6,35970,516397452.5,35970,528229800,35970,524003961.6,35970,253550304,35970,633875760,35970,304260364.8,35970,534779849.5,35970,532455638.4,35970,232421112,35970,526116880.8,35970,534568557.6,35970,447938870.4,35970,118323475.2,35970,490197254.4,35970,380325456
