Date,History,Date00,REF,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
35966.09915,0,35966.09915,3531.31958,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0,35966.09915,0
35969,0,35969,3627.303467,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0,35969,0
35970,0,35970,3673.193115,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0,35970,0
35971.25,0,35971.25,3724.843994,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0,35971.25,0
35972.8125,0,35972.8125,3790.136963,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0,35972.8125,0
35974.76563,0,35974.76563,3872.881592,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0,35974.76563,0
35977,0,35977,3968.841309,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0,35977,0
35979.79297,0,35979.79297,4088.449463,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0,35979.79297,0
35983.28418,0,35983.28418,4240.109863,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0,35983.28418,0
35987.64209,0,35987.64209,4432.916016,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0,35987.64209,0
35992,0,35992,4628.92334,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0,35992,0
35997.44739,0,35997.44739,4940.148438,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0,35997.44739,0
36002.72369,0,36002.72369,5249.302246,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0,36002.72369,0
36008,0,36008,5565.931641,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0,36008,0
36014.5954,0,36014.5954,5949.613281,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0,36014.5954,0
36021.52054,0,36021.52054,6362.28418,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0,36021.52054,0
36029.26025,0,36029.26025,6834.881836,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0,36029.26025,0
36037,0,36037,7319.030762,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0,36037,0
36038,0,36038,7378.949219,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0,36038,0
36039,0,36039,7444.01416,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0,36039,0
36040.25,0,36040.25,7529.02002,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0,36040.25,0
36041.8125,0,36041.8125,7636.016113,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0,36041.8125,0
36043.76563,0,36043.76563,7770.728516,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0,36043.76563,0
36046.20703,0,36046.20703,7940.519043,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0,36046.20703,0
