Date,History,Date00,REF,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
35806,1961598.5,35806,1831964.25,35806,1059263.19,35806,2157758.35,35806,2412766.155,35806,1941982.515,35806,1294655.01,35806,1745822.665,35806,1569278.8,35806,2353918.2,35806,2393150.17,35806,2196990.32,35806,980799.25,35806,2404919.761,35806,2314686.23,35806,1373118.95,35806,2236222.29,35806,2397073.367,35806,2451998.125,35806,2432382.14,35806,1176959.1,35806,2942397.75,35806,1412350.92,35806,2482402.902,35806,2471614.11,35806,1078879.175,35806,2442190.133,35806,2481422.103,35806,2079294.41,35806,549247.58,35806,2275454.26,35806,1765438.65
35816,1961598.5,35816,1829989.125,35816,1059263.19,35816,2157758.35,35816,2412766.155,35816,1941982.515,35816,1294655.01,35816,1745822.665,35816,1569278.8,35816,2353918.2,35816,2393150.17,35816,2196990.32,35816,980799.25,35816,2404919.761,35816,2314686.23,35816,1373118.95,35816,2236222.29,35816,2397073.367,35816,2451998.125,35816,2432382.14,35816,1176959.1,35816,2942397.75,35816,1412350.92,35816,2482402.902,35816,2471614.11,35816,1078879.175,35816,2442190.133,35816,2481422.103,35816,2079294.41,35816,549247.58,35816,2275454.26,35816,1765438.65
35821.5,1961598.5,35821.5,1828568.125,35821.5,1059263.19,35821.5,2157758.35,35821.5,2412766.155,35821.5,1941982.515,35821.5,1294655.01,35821.5,1745822.665,35821.5,1569278.8,35821.5,2353918.2,35821.5,2393150.17,35821.5,2196990.32,35821.5,980799.25,35821.5,2404919.761,35821.5,2314686.23,35821.5,1373118.95,35821.5,2236222.29,35821.5,2397073.367,35821.5,2451998.125,35821.5,2432382.14,35821.5,1176959.1,35821.5,2942397.75,35821.5,1412350.92,35821.5,2482402.902,35821.5,2471614.11,35821.5,1078879.175,35821.5,2442190.133,35821.5,2481422.103,35821.5,2079294.41,35821.5,549247.58,35821.5,2275454.26,35821.5,1765438.65
35827,1961598.5,35827,1826447,35827,1059263.19,35827,2157758.35,35827,2412766.155,35827,1941982.515,35827,1294655.01,35827,1745822.665,35827,1569278.8,35827,2353918.2,35827,2393150.17,35827,2196990.32,35827,980799.25,35827,2404919.761,35827,2314686.23,35827,1373118.95,35827,2236222.29,35827,2397073.367,35827,2451998.125,35827,2432382.14,35827,1176959.1,35827,2942397.75,35827,1412350.92,35827,2482402.902,35827,2471614.11,35827,1078879.175,35827,2442190.133,35827,2481422.103,35827,2079294.41,35827,549247.58,35827,2275454.26,35827,1765438.65
35837,154674.9375,35837,141319.0156,35837,83524.46625,35837,170142.4313,35837,190250.1731,35837,153128.1881,35837,102085.4588,35837,137660.6944,35837,123739.95,35837,185609.925,35837,188703.4238,35837,173235.93,35837,77337.46875,35837,189631.4734,35837,182516.4263,35837,108272.4563,35837,176329.4288,35837,189012.7736,35837,193343.6719,35837,191796.9225,35837,92804.9625,35837,232012.4063,35837,111365.955,35837,195741.1334,35837,194890.4213,35837,85071.21563,35837,192570.2972,35837,195663.7959,35837,163955.4338,35837,43308.9825,35837,179422.9275,35837,139207.4438
35846,154674.9375,35846,141675.7969,35846,83524.46625,35846,170142.4313,35846,190250.1731,35846,153128.1881,35846,102085.4588,35846,137660.6944,35846,123739.95,35846,185609.925,35846,188703.4238,35846,173235.93,35846,77337.46875,35846,189631.4734,35846,182516.4263,35846,108272.4563,35846,176329.4288,35846,189012.7736,35846,193343.6719,35846,191796.9225,35846,92804.9625,35846,232012.4063,35846,111365.955,35846,195741.1334,35846,194890.4213,35846,85071.21563,35846,192570.2972,35846,195663.7959,35846,163955.4338,35846,43308.9825,35846,179422.9275,35846,139207.4438
35855,154674.9375,35855,141821.9688,35855,83524.46625,35855,170142.4313,35855,190250.1731,35855,153128.1881,35855,102085.4588,35855,137660.6944,35855,123739.95,35855,185609.925,35855,188703.4238,35855,173235.93,35855,77337.46875,35855,189631.4734,35855,182516.4263,35855,108272.4563,35855,176329.4288,35855,189012.7736,35855,193343.6719,35855,191796.9225,35855,92804.9625,35855,232012.4063,35855,111365.955,35855,195741.1334,35855,194890.4213,35855,85071.21563,35855,192570.2972,35855,195663.7959,35855,163955.4338,35855,43308.9825,35855,179422.9275,35855,139207.4438
35865,1604053,35865,1332432.375,35865,866188.62,35865,1764458.3,35865,1972985.19,35865,1588012.47,35865,1058674.98,35865,1427607.17,35865,1283242.4,35865,1924863.6,35865,1956944.66,35865,1796539.36,35865,802026.5,35865,1966568.978,35865,1892782.54,35865,1122837.1,35865,1828620.42,35865,1960152.766,35865,2005066.25,35865,1989025.72,35865,962431.8,35865,2406079.5,35865,1154918.16,35865,2029929.072,35865,2021106.78,35865,882229.15,35865,1997045.985,35865,2029127.045,35865,1700296.18,35865,449134.84,35865,1860701.48,35865,1443647.7
35874,1604053,35874,1331699.875,35874,866188.62,35874,1764458.3,35874,1972985.19,35874,1588012.47,35874,1058674.98,35874,1427607.17,35874,1283242.4,35874,1924863.6,35874,1956944.66,35874,1796539.36,35874,802026.5,35874,1966568.978,35874,1892782.54,35874,1122837.1,35874,1828620.42,35874,1960152.766,35874,2005066.25,35874,1989025.72,35874,962431.8,35874,2406079.5,35874,1154918.16,35874,2029929.072,35874,2021106.78,35874,882229.15,35874,1997045.985,35874,2029127.045,35874,1700296.18,35874,449134.84,35874,1860701.48,35874,1443647.7
35883,1604053,35883,1328923.25,35883,866188.62,35883,1764458.3,35883,1972985.19,35883,1588012.47,35883,1058674.98,35883,1427607.17,35883,1283242.4,35883,1924863.6,35883,1956944.66,35883,1796539.36,35883,802026.5,35883,1966568.978,35883,1892782.54,35883,1122837.1,35883,1828620.42,35883,1960152.766,35883,2005066.25,35883,1989025.72,35883,962431.8,35883,2406079.5,35883,1154918.16,35883,2029929.072,35883,2021106.78,35883,882229.15,35883,1997045.985,35883,2029127.045,35883,1700296.18,35883,449134.84,35883,1860701.48,35883,1443647.7
35884,2385760.25,35884,1938068.5,35884,1288310.535,35884,2624336.275,35884,2934485.108,35884,2361902.648,35884,1574601.765,35884,2123326.623,35884,1908608.2,35884,2862912.3,35884,2910627.505,35884,2672051.48,35884,1192880.125,35884,2924942.067,35884,2815197.095,35884,1670032.175,35884,2719766.685,35884,2915399.026,35884,2982200.313,35884,2958342.71,35884,1431456.15,35884,3578640.375,35884,1717747.38,35884,3019179.596,35884,3006057.915,35884,1312168.138,35884,2970271.511,35884,3017986.716,35884,2528905.865,35884,668012.87,35884,2767481.89,35884,2147184.225
35886,2649465.5,35886,2157384.25,35886,1430711.37,35886,2914412.05,35886,3258842.565,35886,2622970.845,35886,1748647.23,35886,2358024.295,35886,2119572.4,35886,3179358.6,35886,3232347.91,35886,2967401.36,35886,1324732.75,35886,3248244.703,35886,3126369.29,35886,1854625.85,35886,3020390.67,35886,3237646.841,35886,3311831.875,35886,3285337.22,35886,1589679.3,35886,3974198.25,35886,1907615.16,35886,3352898.59,35886,3338326.53,35886,1457206.025,35886,3298584.548,35886,3351573.858,35886,2808433.43,35886,741850.34,35886,3073379.98,35886,2384518.95
35892,2593796,35892,2056325.75,35892,1400649.84,35892,2853175.6,35892,3190369.08,35892,2567858.04,35892,1711905.36,35892,2308478.44,35892,2075036.8,35892,3112555.2,35892,3164431.12,35892,2905051.52,35892,1296898,35892,3179993.896,35892,3060679.28,35892,1815657.2,35892,2956927.44,35892,3169618.712,35892,3242245,35892,3216307.04,35892,1556277.6,35892,3890694,35892,1867533.12,35892,3282448.838,35892,3268182.96,35892,1426587.8,35892,3229276.02,35892,3281151.94,35892,2749423.76,35892,726262.88,35892,3008803.36,35892,2334416.4
35900,2593796,35900,2054492.125,35900,1400649.84,35900,2853175.6,35900,3190369.08,35900,2567858.04,35900,1711905.36,35900,2308478.44,35900,2075036.8,35900,3112555.2,35900,3164431.12,35900,2905051.52,35900,1296898,35900,3179993.896,35900,3060679.28,35900,1815657.2,35900,2956927.44,35900,3169618.712,35900,3242245,35900,3216307.04,35900,1556277.6,35900,3890694,35900,1867533.12,35900,3282448.838,35900,3268182.96,35900,1426587.8,35900,3229276.02,35900,3281151.94,35900,2749423.76,35900,726262.88,35900,3008803.36,35900,2334416.4
35908,2593796,35908,2064493.75,35908,1400649.84,35908,2853175.6,35908,3190369.08,35908,2567858.04,35908,1711905.36,35908,2308478.44,35908,2075036.8,35908,3112555.2,35908,3164431.12,35908,2905051.52,35908,1296898,35908,3179993.896,35908,3060679.28,35908,1815657.2,35908,2956927.44,35908,3169618.712,35908,3242245,35908,3216307.04,35908,1556277.6,35908,3890694,35908,1867533.12,35908,3282448.838,35908,3268182.96,35908,1426587.8,35908,3229276.02,35908,3281151.94,35908,2749423.76,35908,726262.88,35908,3008803.36,35908,2334416.4
35916,2925613.25,35916,2332550.75,35916,1579831.155,35916,3218174.575,35916,3598504.298,35916,2896357.118,35916,1930904.745,35916,2603795.793,35916,2340490.6,35916,3510735.9,35916,3569248.165,35916,3276686.84,35916,1462806.625,35916,3586801.845,35916,3452223.635,35916,2047929.275,35916,3335199.105,35916,3575099.392,35916,3657016.563,35916,3627760.43,35916,1755367.95,35916,4388419.875,35916,2106441.54,35916,3702363.568,35916,3686272.695,35916,1609087.288,35916,3642388.496,35916,3700900.761,35916,3101150.045,35916,819171.71,35916,3393711.37,35916,2633051.925
35926,3217846.25,35926,2599146.5,35926,1737636.975,35926,3539630.875,35926,3957950.888,35926,3185667.788,35926,2123778.525,35926,2863883.163,35926,2574277,35926,3861415.5,35926,3925772.425,35926,3603987.8,35926,1608923.125,35926,3945079.503,35926,3797058.575,35926,2252492.375,35926,3668344.725,35926,3932208.118,35926,4022307.813,35926,3990129.35,35926,1930707.75,35926,4826769.375,35926,2316849.3,35926,4072184.429,35926,4054486.275,35926,1769815.438,35926,4006218.581,35926,4070575.506,35926,3410917.025,35926,900996.95,35926,3732701.65,35926,2896061.625
35933.5,3217846.25,35933.5,2649115.25,35933.5,1737636.975,35933.5,3539630.875,35933.5,3957950.888,35933.5,3185667.788,35933.5,2123778.525,35933.5,2863883.163,35933.5,2574277,35933.5,3861415.5,35933.5,3925772.425,35933.5,3603987.8,35933.5,1608923.125,35933.5,3945079.503,35933.5,3797058.575,35933.5,2252492.375,35933.5,3668344.725,35933.5,3932208.118,35933.5,4022307.813,35933.5,3990129.35,35933.5,1930707.75,35933.5,4826769.375,35933.5,2316849.3,35933.5,4072184.429,35933.5,4054486.275,35933.5,1769815.438,35933.5,4006218.581,35933.5,4070575.506,35933.5,3410917.025,35933.5,900996.95,35933.5,3732701.65,35933.5,2896061.625
35941,3217846.25,35941,2702784,35941,1737636.975,35941,3539630.875,35941,3957950.888,35941,3185667.788,35941,2123778.525,35941,2863883.163,35941,2574277,35941,3861415.5,35941,3925772.425,35941,3603987.8,35941,1608923.125,35941,3945079.503,35941,3797058.575,35941,2252492.375,35941,3668344.725,35941,3932208.118,35941,4022307.813,35941,3990129.35,35941,1930707.75,35941,4826769.375,35941,2316849.3,35941,4072184.429,35941,4054486.275,35941,1769815.438,35941,4006218.581,35941,4070575.506,35941,3410917.025,35941,900996.95,35941,3732701.65,35941,2896061.625
35942,3385390.5,35942,2820907.25,35942,1828110.87,35942,3723929.55,35942,4164030.315,35942,3351536.595,35942,2234357.73,35942,3012997.545,35942,2708312.4,35942,4062468.6,35942,4130176.41,35942,3791637.36,35942,1692695.25,35942,4150488.753,35942,3994760.79,35942,2369773.35,35942,3859345.17,35942,4136947.191,35942,4231738.125,35942,4197884.22,35942,2031234.3,35942,5078085.75,35942,2437481.16,35942,4284211.678,35942,4265592.03,35942,1861964.775,35942,4214811.173,35942,4282518.983,35942,3588513.93,35942,947909.34,35942,3927052.98,35942,3046851.45
35943.25,3190293.75,35943.25,2660607.25,35943.25,1722758.625,35943.25,3509323.125,35943.25,3924061.313,35943.25,3158390.813,35943.25,2105593.875,35943.25,2839361.438,35943.25,2552235,35943.25,3828352.5,35943.25,3892158.375,35943.25,3573129,35943.25,1595146.875,35943.25,3911300.138,35943.25,3764546.625,35943.25,2233205.625,35943.25,3636934.875,35943.25,3898538.963,35943.25,3987867.188,35943.25,3955964.25,35943.25,1914176.25,35943.25,4785440.625,35943.25,2297011.5,35943.25,4037316.741,35943.25,4019770.125,35943.25,1754661.563,35943.25,3971915.719,35943.25,4035721.594,35943.25,3381711.375,35943.25,893282.25,35943.25,3700740.75,35943.25,2871264.375
35944.8125,3190293.75,35944.8125,2670804,35944.8125,1722758.625,35944.8125,3509323.125,35944.8125,3924061.313,35944.8125,3158390.813,35944.8125,2105593.875,35944.8125,2839361.438,35944.8125,2552235,35944.8125,3828352.5,35944.8125,3892158.375,35944.8125,3573129,35944.8125,1595146.875,35944.8125,3911300.138,35944.8125,3764546.625,35944.8125,2233205.625,35944.8125,3636934.875,35944.8125,3898538.963,35944.8125,3987867.188,35944.8125,3955964.25,35944.8125,1914176.25,35944.8125,4785440.625,35944.8125,2297011.5,35944.8125,4037316.741,35944.8125,4019770.125,35944.8125,1754661.563,35944.8125,3971915.719,35944.8125,4035721.594,35944.8125,3381711.375,35944.8125,893282.25,35944.8125,3700740.75,35944.8125,2871264.375
35945.90625,3190293.75,35945.90625,2678087.5,35945.90625,1722758.625,35945.90625,3509323.125,35945.90625,3924061.313,35945.90625,3158390.813,35945.90625,2105593.875,35945.90625,2839361.438,35945.90625,2552235,35945.90625,3828352.5,35945.90625,3892158.375,35945.90625,3573129,35945.90625,1595146.875,35945.90625,3911300.138,35945.90625,3764546.625,35945.90625,2233205.625,35945.90625,3636934.875,35945.90625,3898538.963,35945.90625,3987867.188,35945.90625,3955964.25,35945.90625,1914176.25,35945.90625,4785440.625,35945.90625,2297011.5,35945.90625,4037316.741,35945.90625,4019770.125,35945.90625,1754661.563,35945.90625,3971915.719,35945.90625,4035721.594,35945.90625,3381711.375,35945.90625,893282.25,35945.90625,3700740.75,35945.90625,2871264.375
35947,3190293.75,35947,2685294.25,35947,1722758.625,35947,3509323.125,35947,3924061.313,35947,3158390.813,35947,2105593.875,35947,2839361.438,35947,2552235,35947,3828352.5,35947,3892158.375,35947,3573129,35947,1595146.875,35947,3911300.138,35947,3764546.625,35947,2233205.625,35947,3636934.875,35947,3898538.963,35947,3987867.188,35947,3955964.25,35947,1914176.25,35947,4785440.625,35947,2297011.5,35947,4037316.741,35947,4019770.125,35947,1754661.563,35947,3971915.719,35947,4035721.594,35947,3381711.375,35947,893282.25,35947,3700740.75,35947,2871264.375
35948.36719,3317030.5,35948.36719,2730943.5,35948.36719,1791196.47,35948.36719,3648733.55,35948.36719,4079947.515,35948.36719,3283860.195,35948.36719,2189240.13,35948.36719,2952157.145,35948.36719,2653624.4,35948.36719,3980436.6,35948.36719,4046777.21,35948.36719,3715074.16,35948.36719,1658515.25,35948.36719,4066679.393,35948.36719,3914095.99,35948.36719,2321921.35,35948.36719,3781414.77,35948.36719,4053411.271,35948.36719,4146288.125,35948.36719,4113117.82,35948.36719,1990218.3,35948.36719,4975545.75,35948.36719,2388261.96,35948.36719,4197702.098,35948.36719,4179458.43,35948.36719,1824366.775,35948.36719,4129702.973,35948.36719,4196043.583,35948.36719,3516052.33,35948.36719,928768.54,35948.36719,3847755.38,35948.36719,2985327.45
35950.07617,3317030.5,35950.07617,2741203.25,35950.07617,1791196.47,35950.07617,3648733.55,35950.07617,4079947.515,35950.07617,3283860.195,35950.07617,2189240.13,35950.07617,2952157.145,35950.07617,2653624.4,35950.07617,3980436.6,35950.07617,4046777.21,35950.07617,3715074.16,35950.07617,1658515.25,35950.07617,4066679.393,35950.07617,3914095.99,35950.07617,2321921.35,35950.07617,3781414.77,35950.07617,4053411.271,35950.07617,4146288.125,35950.07617,4113117.82,35950.07617,1990218.3,35950.07617,4975545.75,35950.07617,2388261.96,35950.07617,4197702.098,35950.07617,4179458.43,35950.07617,1824366.775,35950.07617,4129702.973,35950.07617,4196043.583,35950.07617,3516052.33,35950.07617,928768.54,35950.07617,3847755.38,35950.07617,2985327.45
35952.2124,3317030.5,35952.2124,2753480,35952.2124,1791196.47,35952.2124,3648733.55,35952.2124,4079947.515,35952.2124,3283860.195,35952.2124,2189240.13,35952.2124,2952157.145,35952.2124,2653624.4,35952.2124,3980436.6,35952.2124,4046777.21,35952.2124,3715074.16,35952.2124,1658515.25,35952.2124,4066679.393,35952.2124,3914095.99,35952.2124,2321921.35,35952.2124,3781414.77,35952.2124,4053411.271,35952.2124,4146288.125,35952.2124,4113117.82,35952.2124,1990218.3,35952.2124,4975545.75,35952.2124,2388261.96,35952.2124,4197702.098,35952.2124,4179458.43,35952.2124,1824366.775,35952.2124,4129702.973,35952.2124,4196043.583,35952.2124,3516052.33,35952.2124,928768.54,35952.2124,3847755.38,35952.2124,2985327.45
35954.88269,3317030.5,35954.88269,2768544.5,35954.88269,1791196.47,35954.88269,3648733.55,35954.88269,4079947.515,35954.88269,3283860.195,35954.88269,2189240.13,35954.88269,2952157.145,35954.88269,2653624.4,35954.88269,3980436.6,35954.88269,4046777.21,35954.88269,3715074.16,35954.88269,1658515.25,35954.88269,4066679.393,35954.88269,3914095.99,35954.88269,2321921.35,35954.88269,3781414.77,35954.88269,4053411.271,35954.88269,4146288.125,35954.88269,4113117.82,35954.88269,1990218.3,35954.88269,4975545.75,35954.88269,2388261.96,35954.88269,4197702.098,35954.88269,4179458.43,35954.88269,1824366.775,35954.88269,4129702.973,35954.88269,4196043.583,35954.88269,3516052.33,35954.88269,928768.54,35954.88269,3847755.38,35954.88269,2985327.45
35957.44135,3317030.5,35957.44135,2782109,35957.44135,1791196.47,35957.44135,3648733.55,35957.44135,4079947.515,35957.44135,3283860.195,35957.44135,2189240.13,35957.44135,2952157.145,35957.44135,2653624.4,35957.44135,3980436.6,35957.44135,4046777.21,35957.44135,3715074.16,35957.44135,1658515.25,35957.44135,4066679.393,35957.44135,3914095.99,35957.44135,2321921.35,35957.44135,3781414.77,35957.44135,4053411.271,35957.44135,4146288.125,35957.44135,4113117.82,35957.44135,1990218.3,35957.44135,4975545.75,35957.44135,2388261.96,35957.44135,4197702.098,35957.44135,4179458.43,35957.44135,1824366.775,35957.44135,4129702.973,35957.44135,4196043.583,35957.44135,3516052.33,35957.44135,928768.54,35957.44135,3847755.38,35957.44135,2985327.45
35960,3317030.5,35960,2795505.75,35960,1791196.47,35960,3648733.55,35960,4079947.515,35960,3283860.195,35960,2189240.13,35960,2952157.145,35960,2653624.4,35960,3980436.6,35960,4046777.21,35960,3715074.16,35960,1658515.25,35960,4066679.393,35960,3914095.99,35960,2321921.35,35960,3781414.77,35960,4053411.271,35960,4146288.125,35960,4113117.82,35960,1990218.3,35960,4975545.75,35960,2388261.96,35960,4197702.098,35960,4179458.43,35960,1824366.775,35960,4129702.973,35960,4196043.583,35960,3516052.33,35960,928768.54,35960,3847755.38,35960,2985327.45
35963.19832,3277374.75,35963.19832,2828008.75,35963.19832,1769782.365,35963.19832,3605112.225,35963.19832,4031170.943,35963.19832,3244601.003,35963.19832,2163067.335,35963.19832,2916863.528,35963.19832,2621899.8,35963.19832,3932849.7,35963.19832,3998397.195,35963.19832,3670659.72,35963.19832,1638687.375,35963.19832,4018061.444,35963.19832,3867302.205,35963.19832,2294162.325,35963.19832,3736207.215,35963.19832,4004951.945,35963.19832,4096718.438,35963.19832,4063944.69,35963.19832,1966424.85,35963.19832,4916062.125,35963.19832,2359709.82,35963.19832,4147517.746,35963.19832,4129492.185,35963.19832,1802556.113,35963.19832,4080331.564,35963.19832,4145879.059,35963.19832,3474017.235,35963.19832,917664.93,35963.19832,3801754.71,35963.19832,2949637.275
35966.09915,3277374.75,35966.09915,2841399.5,35966.09915,1769782.365,35966.09915,3605112.225,35966.09915,4031170.943,35966.09915,3244601.003,35966.09915,2163067.335,35966.09915,2916863.528,35966.09915,2621899.8,35966.09915,3932849.7,35966.09915,3998397.195,35966.09915,3670659.72,35966.09915,1638687.375,35966.09915,4018061.444,35966.09915,3867302.205,35966.09915,2294162.325,35966.09915,3736207.215,35966.09915,4004951.945,35966.09915,4096718.438,35966.09915,4063944.69,35966.09915,1966424.85,35966.09915,4916062.125,35966.09915,2359709.82,35966.09915,4147517.746,35966.09915,4129492.185,35966.09915,1802556.113,35966.09915,4080331.564,35966.09915,4145879.059,35966.09915,3474017.235,35966.09915,917664.93,35966.09915,3801754.71,35966.09915,2949637.275
35969,3277374.75,35969,2855698,35969,1769782.365,35969,3605112.225,35969,4031170.943,35969,3244601.003,35969,2163067.335,35969,2916863.528,35969,2621899.8,35969,3932849.7,35969,3998397.195,35969,3670659.72,35969,1638687.375,35969,4018061.444,35969,3867302.205,35969,2294162.325,35969,3736207.215,35969,4004951.945,35969,4096718.438,35969,4063944.69,35969,1966424.85,35969,4916062.125,35969,2359709.82,35969,4147517.746,35969,4129492.185,35969,1802556.113,35969,4080331.564,35969,4145879.059,35969,3474017.235,35969,917664.93,35969,3801754.71,35969,2949637.275
