Date,History,Date00,REF,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
35821.5,120.4353256,35821.5,107.3677216,35821.5,65.03507584,35821.5,132.4788582,35821.5,148.1354505,35821.5,118.0266191,35821.5,79.48731491,35821.5,107.1874398,35821.5,96.3482605,35821.5,144.5223907,35821.5,146.9310973,35821.5,134.8875647,35821.5,60.21766281,35821.5,147.6537092,35821.5,142.1136842,35821.5,84.30472794,35821.5,137.2962712,35821.5,147.1719679,35821.5,150.544157,35821.5,149.3398038,35821.5,72.26119537,35821.5,180.6529884,35821.5,86.71343445,35821.5,152.4109046,35821.5,151.7485103,35821.5,66.23942909,35821.5,149.9419804,35821.5,152.3506869,35821.5,127.6614452,35821.5,33.72189117,35821.5,139.7049777,35821.5,108.3917931
35827,120.4353256,35827,107.1851654,35827,65.03507584,35827,132.4788582,35827,148.1354505,35827,118.0266191,35827,79.48731491,35827,107.1874398,35827,96.3482605,35827,144.5223907,35827,146.9310973,35827,134.8875647,35827,60.21766281,35827,147.6537092,35827,142.1136842,35827,84.30472794,35827,137.2962712,35827,147.1719679,35827,150.544157,35827,149.3398038,35827,72.26119537,35827,180.6529884,35827,86.71343445,35827,152.4109046,35827,151.7485103,35827,66.23942909,35827,149.9419804,35827,152.3506869,35827,127.6614452,35827,33.72189117,35827,139.7049777,35827,108.3917931
35837,127.5812759,35837,109.3987198,35837,68.89388901,35837,140.3394035,35837,156.9249694,35837,125.0296504,35837,84.20364212,35837,113.5473356,35837,102.0650208,35837,153.0975311,35837,155.6491566,35837,142.8910291,35837,63.79063797,35837,156.4146443,35837,150.5459056,35837,89.30689316,35837,145.4426546,35837,155.9043192,35837,159.4765949,35837,158.2007822,35837,76.54876556,35837,191.3719139,35837,91.85851868,35837,161.4541047,35837,160.7524077,35837,70.16970177,35837,158.8386885,35837,161.3903141,35837,135.2361525,35837,35.72275726,35837,147.9942801,35837,114.8231483
35846,127.5812759,35846,109.8696518,35846,68.89388901,35846,140.3394035,35846,156.9249694,35846,125.0296504,35846,84.20364212,35846,113.5473356,35846,102.0650208,35846,153.0975311,35846,155.6491566,35846,142.8910291,35846,63.79063797,35846,156.4146443,35846,150.5459056,35846,89.30689316,35846,145.4426546,35846,155.9043192,35846,159.4765949,35846,158.2007822,35846,76.54876556,35846,191.3719139,35846,91.85851868,35846,161.4541047,35846,160.7524077,35846,70.16970177,35846,158.8386885,35846,161.3903141,35846,135.2361525,35846,35.72275726,35846,147.9942801,35846,114.8231483
35855,127.5812759,35855,110.0646133,35855,68.89388901,35855,140.3394035,35855,156.9249694,35855,125.0296504,35855,84.20364212,35855,113.5473356,35855,102.0650208,35855,153.0975311,35855,155.6491566,35855,142.8910291,35855,63.79063797,35855,156.4146443,35855,150.5459056,35855,89.30689316,35855,145.4426546,35855,155.9043192,35855,159.4765949,35855,158.2007822,35855,76.54876556,35855,191.3719139,35855,91.85851868,35855,161.4541047,35855,160.7524077,35855,70.16970177,35855,158.8386885,35855,161.3903141,35855,135.2361525,35855,35.72275726,35855,147.9942801,35855,114.8231483
35865,148.8057251,35865,107.586853,35865,80.35509155,35865,163.6862976,35865,183.0310419,35865,145.8296106,35865,98.21177856,35865,132.4370953,35865,119.0445801,35865,178.5668701,35865,181.5429846,35865,166.6624121,35865,74.40286255,35865,182.435819,35865,175.5907556,35865,104.1640076,35865,169.6385266,35865,181.8405961,35865,186.0071564,35865,184.5190991,35865,89.28343506,35865,223.2085876,35865,107.1401221,35865,188.3136451,35865,187.4952136,35865,81.8431488,35865,185.2631277,35865,188.2392422,35865,157.7340686,35865,41.66560303,35865,172.6146411,35865,133.9251526
35874,148.8057251,35874,107.4348145,35874,80.35509155,35874,163.6862976,35874,183.0310419,35874,145.8296106,35874,98.21177856,35874,132.4370953,35874,119.0445801,35874,178.5668701,35874,181.5429846,35874,166.6624121,35874,74.40286255,35874,182.435819,35874,175.5907556,35874,104.1640076,35874,169.6385266,35874,181.8405961,35874,186.0071564,35874,184.5190991,35874,89.28343506,35874,223.2085876,35874,107.1401221,35874,188.3136451,35874,187.4952136,35874,81.8431488,35874,185.2631277,35874,188.2392422,35874,157.7340686,35874,41.66560303,35874,172.6146411,35874,133.9251526
35883,148.8057251,35883,107.0820847,35883,80.35509155,35883,163.6862976,35883,183.0310419,35883,145.8296106,35883,98.21177856,35883,132.4370953,35883,119.0445801,35883,178.5668701,35883,181.5429846,35883,166.6624121,35883,74.40286255,35883,182.435819,35883,175.5907556,35883,104.1640076,35883,169.6385266,35883,181.8405961,35883,186.0071564,35883,184.5190991,35883,89.28343506,35883,223.2085876,35883,107.1401221,35883,188.3136451,35883,187.4952136,35883,81.8431488,35883,185.2631277,35883,188.2392422,35883,157.7340686,35883,41.66560303,35883,172.6146411,35883,133.9251526
35884,154.5992584,35884,107.0422668,35884,83.48359955,35884,170.0591843,35884,190.1570879,35884,151.5072733,35884,102.0355106,35884,137.59334,35884,123.6794067,35884,185.5191101,35884,188.6110953,35884,173.1511694,35884,77.29962921,35884,189.5386908,35884,182.4271249,35884,108.2194809,35884,176.2431546,35884,188.9202938,35884,193.249073,35884,191.7030804,35884,92.75955505,35884,231.8988876,35884,111.3114661,35884,195.6453615,35884,194.7950656,35884,85.02959213,35884,192.4760767,35884,195.5680619,35884,163.8752139,35884,43.28779236,35884,179.3351398,35884,139.1393326
35886,153.1128845,35886,106.6664276,35886,82.68095764,35886,168.424173,35886,188.328848,35886,150.0506268,35886,101.0545038,35886,136.2704672,35886,122.4903076,35886,183.7354614,35886,186.7977191,35886,171.4864307,35886,76.55644226,35886,187.7163964,35886,180.6732037,35886,107.1790192,35886,174.5486884,35886,187.1039449,35886,191.3911057,35886,189.8599768,35886,91.86773071,35886,229.6693268,35886,110.2412769,35886,193.7643554,35886,192.9222345,35886,84.21208649,35886,190.6255412,35886,193.6877989,35886,162.2996576,35886,42.87160767,35886,177.610946,35886,137.8015961
35892,159.4743042,35892,105.8244553,35892,86.11612427,35892,175.4217346,35892,196.1533942,35892,156.2848181,35892,105.2530408,35892,141.9321307,35892,127.5794434,35892,191.369165,35892,194.5586511,35892,178.6112207,35892,79.7371521,35892,195.5154969,35892,188.179679,35892,111.6320129,35892,181.8007068,35892,194.8775997,35892,199.3428802,35892,197.7481372,35892,95.68458252,35892,239.2114563,35892,114.821499,35892,201.814732,35892,200.9376233,35892,87.71086731,35892,198.5455087,35892,201.7349948,35892,169.0427625,35892,44.65280518,35892,184.9901929,35892,143.5268738
35900,159.4743042,35900,105.6313248,35900,86.11612427,35900,175.4217346,35900,196.1533942,35900,156.2848181,35900,105.2530408,35900,141.9321307,35900,127.5794434,35900,191.369165,35900,194.5586511,35900,178.6112207,35900,79.7371521,35900,195.5154969,35900,188.179679,35900,111.6320129,35900,181.8007068,35900,194.8775997,35900,199.3428802,35900,197.7481372,35900,95.68458252,35900,239.2114563,35900,114.821499,35900,201.814732,35900,200.9376233,35900,87.71086731,35900,198.5455087,35900,201.7349948,35900,169.0427625,35900,44.65280518,35900,184.9901929,35900,143.5268738
35908,159.4743042,35908,106.2562561,35908,86.11612427,35908,175.4217346,35908,196.1533942,35908,156.2848181,35908,105.2530408,35908,141.9321307,35908,127.5794434,35908,191.369165,35908,194.5586511,35908,178.6112207,35908,79.7371521,35908,195.5154969,35908,188.179679,35908,111.6320129,35908,181.8007068,35908,194.8775997,35908,199.3428802,35908,197.7481372,35908,95.68458252,35908,239.2114563,35908,114.821499,35908,201.814732,35908,200.9376233,35908,87.71086731,35908,198.5455087,35908,201.7349948,35908,169.0427625,35908,44.65280518,35908,184.9901929,35908,143.5268738
35916,161.0101624,35916,107.2387543,35916,86.94548767,35916,177.1111786,35916,198.0424997,35916,157.7899591,35916,106.2667072,35916,143.2990445,35916,128.8081299,35916,193.2121948,35916,196.4323981,35916,180.3313818,35916,80.50508118,35916,197.398459,35916,189.9919916,35916,112.7071136,35916,183.5515851,35916,196.7544184,35916,201.2627029,35916,199.6526013,35916,96.60609741,35916,241.5152435,35916,115.9273169,35916,203.7583605,35916,202.8728046,35916,88.55558929,35916,200.4576521,35916,203.6778554,35916,170.6707721,35916,45.08284546,35916,186.7717883,35916,144.9091461
35926,159.0695038,35926,108.3560867,35926,85.89753204,35926,174.9764542,35926,195.6554897,35926,155.8881137,35926,104.9858725,35926,141.5718584,35926,127.255603,35926,190.8834045,35926,194.0647946,35926,178.1578442,35926,79.53475189,35926,195.0192116,35926,187.7020145,35926,111.3486526,35926,181.3392343,35926,194.3829336,35926,198.8368797,35926,197.2461847,35926,95.44170227,35926,238.6042557,35926,114.5300427,35926,201.302457,35926,200.4275748,35926,87.48822708,35926,198.0415322,35926,201.2229223,35926,168.613674,35926,44.53946106,35926,184.5206244,35926,143.1625534
35933.5,159.0695038,35933.5,111.7873764,35933.5,85.89753204,35933.5,174.9764542,35933.5,195.6554897,35933.5,155.8881137,35933.5,104.9858725,35933.5,141.5718584,35933.5,127.255603,35933.5,190.8834045,35933.5,194.0647946,35933.5,178.1578442,35933.5,79.53475189,35933.5,195.0192116,35933.5,187.7020145,35933.5,111.3486526,35933.5,181.3392343,35933.5,194.3829336,35933.5,198.8368797,35933.5,197.2461847,35933.5,95.44170227,35933.5,238.6042557,35933.5,114.5300427,35933.5,201.302457,35933.5,200.4275748,35933.5,87.48822708,35933.5,198.0415322,35933.5,201.2229223,35933.5,168.613674,35933.5,44.53946106,35933.5,184.5206244,35933.5,143.1625534
35941,159.0695038,35941,115.6473923,35941,85.89753204,35941,174.9764542,35941,195.6554897,35941,155.8881137,35941,104.9858725,35941,141.5718584,35941,127.255603,35941,190.8834045,35941,194.0647946,35941,178.1578442,35941,79.53475189,35941,195.0192116,35941,187.7020145,35941,111.3486526,35941,181.3392343,35941,194.3829336,35941,198.8368797,35941,197.2461847,35941,95.44170227,35941,238.6042557,35941,114.5300427,35941,201.302457,35941,200.4275748,35941,87.48822708,35941,198.0415322,35941,201.2229223,35941,168.613674,35941,44.53946106,35941,184.5206244,35941,143.1625534
35942,163.1277771,35942,116.4949722,35942,88.08899963,35942,179.4405548,35942,200.6471658,35942,159.8652216,35942,107.6643329,35942,145.1837216,35942,130.5022217,35942,195.7533325,35942,199.0158881,35942,182.7031104,35942,81.56388855,35942,199.9946547,35942,192.490777,35942,114.189444,35942,185.9656659,35942,199.3421436,35942,203.9097214,35942,202.2784436,35942,97.87666626,35942,244.6916656,35942,117.4519995,35942,206.4382019,35942,205.5409991,35942,89.7202774,35942,203.0940825,35942,206.356638,35942,172.9154437,35942,45.67577759,35942,189.2282214,35942,146.8149994
35943.25,163.4777222,35943.25,116.8774567,35943.25,88.27796997,35943.25,179.8254944,35943.25,201.0775983,35943.25,160.2081677,35943.25,107.8952966,35943.25,145.4951727,35943.25,130.7821777,35943.25,196.1732666,35943.25,199.442821,35943.25,183.0950488,35943.25,81.73886108,35943.25,200.4236874,35943.25,192.9037122,35943.25,114.4344055,35943.25,186.3646033,35943.25,199.7697765,35943.25,204.3471527,35943.25,202.7123755,35943.25,98.0866333,35943.25,245.2165833,35943.25,117.70396,35943.25,206.8810574,35943.25,205.9819299,35943.25,89.91274719,35943.25,203.5297641,35943.25,206.7993185,35943.25,173.2863855,35943.25,45.77376221,35943.25,189.6341577,35943.25,147.12995
35944.8125,163.4777222,35944.8125,117.65168,35944.8125,88.27796997,35944.8125,179.8254944,35944.8125,201.0775983,35944.8125,160.2081677,35944.8125,107.8952966,35944.8125,145.4951727,35944.8125,130.7821777,35944.8125,196.1732666,35944.8125,199.442821,35944.8125,183.0950488,35944.8125,81.73886108,35944.8125,200.4236874,35944.8125,192.9037122,35944.8125,114.4344055,35944.8125,186.3646033,35944.8125,199.7697765,35944.8125,204.3471527,35944.8125,202.7123755,35944.8125,98.0866333,35944.8125,245.2165833,35944.8125,117.70396,35944.8125,206.8810574,35944.8125,205.9819299,35944.8125,89.91274719,35944.8125,203.5297641,35944.8125,206.7993185,35944.8125,173.2863855,35944.8125,45.77376221,35944.8125,189.6341577,35944.8125,147.12995
35945.90625,163.4777222,35945.90625,118.199646,35945.90625,88.27796997,35945.90625,179.8254944,35945.90625,201.0775983,35945.90625,160.2081677,35945.90625,107.8952966,35945.90625,145.4951727,35945.90625,130.7821777,35945.90625,196.1732666,35945.90625,199.442821,35945.90625,183.0950488,35945.90625,81.73886108,35945.90625,200.4236874,35945.90625,192.9037122,35945.90625,114.4344055,35945.90625,186.3646033,35945.90625,199.7697765,35945.90625,204.3471527,35945.90625,202.7123755,35945.90625,98.0866333,35945.90625,245.2165833,35945.90625,117.70396,35945.90625,206.8810574,35945.90625,205.9819299,35945.90625,89.91274719,35945.90625,203.5297641,35945.90625,206.7993185,35945.90625,173.2863855,35945.90625,45.77376221,35945.90625,189.6341577,35945.90625,147.12995
35947,163.4777222,35947,118.7475662,35947,88.27796997,35947,179.8254944,35947,201.0775983,35947,160.2081677,35947,107.8952966,35947,145.4951727,35947,130.7821777,35947,196.1732666,35947,199.442821,35947,183.0950488,35947,81.73886108,35947,200.4236874,35947,192.9037122,35947,114.4344055,35947,186.3646033,35947,199.7697765,35947,204.3471527,35947,202.7123755,35947,98.0866333,35947,245.2165833,35947,117.70396,35947,206.8810574,35947,205.9819299,35947,89.91274719,35947,203.5297641,35947,206.7993185,35947,173.2863855,35947,45.77376221,35947,189.6341577,35947,147.12995
35948.36719,171.748642,35948.36719,119.141777,35948.36719,92.74426666,35948.36719,188.9235062,35948.36719,211.2508296,35948.36719,168.3136691,35948.36719,113.3541037,35948.36719,152.8562914,35948.36719,137.3989136,35948.36719,206.0983704,35948.36719,209.5333432,35948.36719,192.358479,35948.36719,85.87432098,35948.36719,210.5638351,35948.36719,202.6633975,35948.36719,120.2240494,35948.36719,195.7934518,35948.36719,209.8768405,35948.36719,214.6858025,35948.36719,212.968316,35948.36719,103.0491852,35948.36719,257.622963,35948.36719,123.6590222,35948.36719,217.3479064,35948.36719,216.4032889,35948.36719,94.46175308,35948.36719,213.8270592,35948.36719,217.2620321,35948.36719,182.0535605,35948.36719,48.08961975,35948.36719,199.2284247,35948.36719,154.5737778
35950.07617,171.748642,35950.07617,119.9189835,35950.07617,92.74426666,35950.07617,188.9235062,35950.07617,211.2508296,35950.07617,168.3136691,35950.07617,113.3541037,35950.07617,152.8562914,35950.07617,137.3989136,35950.07617,206.0983704,35950.07617,209.5333432,35950.07617,192.358479,35950.07617,85.87432098,35950.07617,210.5638351,35950.07617,202.6633975,35950.07617,120.2240494,35950.07617,195.7934518,35950.07617,209.8768405,35950.07617,214.6858025,35950.07617,212.968316,35950.07617,103.0491852,35950.07617,257.622963,35950.07617,123.6590222,35950.07617,217.3479064,35950.07617,216.4032889,35950.07617,94.46175308,35950.07617,213.8270592,35950.07617,217.2620321,35950.07617,182.0535605,35950.07617,48.08961975,35950.07617,199.2284247,35950.07617,154.5737778
35952.2124,171.748642,35952.2124,120.8555908,35952.2124,92.74426666,35952.2124,188.9235062,35952.2124,211.2508296,35952.2124,168.3136691,35952.2124,113.3541037,35952.2124,152.8562914,35952.2124,137.3989136,35952.2124,206.0983704,35952.2124,209.5333432,35952.2124,192.358479,35952.2124,85.87432098,35952.2124,210.5638351,35952.2124,202.6633975,35952.2124,120.2240494,35952.2124,195.7934518,35952.2124,209.8768405,35952.2124,214.6858025,35952.2124,212.968316,35952.2124,103.0491852,35952.2124,257.622963,35952.2124,123.6590222,35952.2124,217.3479064,35952.2124,216.4032889,35952.2124,94.46175308,35952.2124,213.8270592,35952.2124,217.2620321,35952.2124,182.0535605,35952.2124,48.08961975,35952.2124,199.2284247,35952.2124,154.5737778
35954.88269,171.748642,35954.88269,122.0152283,35954.88269,92.74426666,35954.88269,188.9235062,35954.88269,211.2508296,35954.88269,168.3136691,35954.88269,113.3541037,35954.88269,152.8562914,35954.88269,137.3989136,35954.88269,206.0983704,35954.88269,209.5333432,35954.88269,192.358479,35954.88269,85.87432098,35954.88269,210.5638351,35954.88269,202.6633975,35954.88269,120.2240494,35954.88269,195.7934518,35954.88269,209.8768405,35954.88269,214.6858025,35954.88269,212.968316,35954.88269,103.0491852,35954.88269,257.622963,35954.88269,123.6590222,35954.88269,217.3479064,35954.88269,216.4032889,35954.88269,94.46175308,35954.88269,213.8270592,35954.88269,217.2620321,35954.88269,182.0535605,35954.88269,48.08961975,35954.88269,199.2284247,35954.88269,154.5737778
35957.44135,171.748642,35957.44135,123.061348,35957.44135,92.74426666,35957.44135,188.9235062,35957.44135,211.2508296,35957.44135,168.3136691,35957.44135,113.3541037,35957.44135,152.8562914,35957.44135,137.3989136,35957.44135,206.0983704,35957.44135,209.5333432,35957.44135,192.358479,35957.44135,85.87432098,35957.44135,210.5638351,35957.44135,202.6633975,35957.44135,120.2240494,35957.44135,195.7934518,35957.44135,209.8768405,35957.44135,214.6858025,35957.44135,212.968316,35957.44135,103.0491852,35957.44135,257.622963,35957.44135,123.6590222,35957.44135,217.3479064,35957.44135,216.4032889,35957.44135,94.46175308,35957.44135,213.8270592,35957.44135,217.2620321,35957.44135,182.0535605,35957.44135,48.08961975,35957.44135,199.2284247,35957.44135,154.5737778
35960,171.748642,35960,124.1050568,35960,92.74426666,35960,188.9235062,35960,211.2508296,35960,168.3136691,35960,113.3541037,35960,152.8562914,35960,137.3989136,35960,206.0983704,35960,209.5333432,35960,192.358479,35960,85.87432098,35960,210.5638351,35960,202.6633975,35960,120.2240494,35960,195.7934518,35960,209.8768405,35960,214.6858025,35960,212.968316,35960,103.0491852,35960,257.622963,35960,123.6590222,35960,217.3479064,35960,216.4032889,35960,94.46175308,35960,213.8270592,35960,217.2620321,35960,182.0535605,35960,48.08961975,35960,199.2284247,35960,154.5737778
35963.19832,161.5059052,35963.19832,122.7814026,35963.19832,87.21318878,35963.19832,177.6564957,35963.19832,198.6522633,35963.19832,158.275787,35963.19832,106.5938974,35963.19832,143.7402556,35963.19832,129.2047241,35963.19832,193.8070862,35963.19832,197.0372043,35963.19832,180.8866138,35963.19832,80.75295258,35963.19832,198.0062397,35963.19832,190.5769681,35963.19832,113.0541336,35963.19832,184.1167319,35963.19832,197.3602161,35963.19832,201.8823814,35963.19832,200.2673224,35963.19832,96.90354309,35963.19832,242.2588577,35963.19832,116.2842517,35963.19832,204.385723,35963.19832,203.4974405,35963.19832,88.82824783,35963.19832,201.0748519,35963.19832,204.30497,35963.19832,171.1962595,35963.19832,45.22165344,35963.19832,187.34685,35963.19832,145.3553146
35966.09915,161.5059052,35966.09915,123.818367,35966.09915,87.21318878,35966.09915,177.6564957,35966.09915,198.6522633,35966.09915,158.275787,35966.09915,106.5938974,35966.09915,143.7402556,35966.09915,129.2047241,35966.09915,193.8070862,35966.09915,197.0372043,35966.09915,180.8866138,35966.09915,80.75295258,35966.09915,198.0062397,35966.09915,190.5769681,35966.09915,113.0541336,35966.09915,184.1167319,35966.09915,197.3602161,35966.09915,201.8823814,35966.09915,200.2673224,35966.09915,96.90354309,35966.09915,242.2588577,35966.09915,116.2842517,35966.09915,204.385723,35966.09915,203.4974405,35966.09915,88.82824783,35966.09915,201.0748519,35966.09915,204.30497,35966.09915,171.1962595,35966.09915,45.22165344,35966.09915,187.34685,35966.09915,145.3553146
35969,161.5059052,35969,124.932457,35969,87.21318878,35969,177.6564957,35969,198.6522633,35969,158.275787,35969,106.5938974,35969,143.7402556,35969,129.2047241,35969,193.8070862,35969,197.0372043,35969,180.8866138,35969,80.75295258,35969,198.0062397,35969,190.5769681,35969,113.0541336,35969,184.1167319,35969,197.3602161,35969,201.8823814,35969,200.2673224,35969,96.90354309,35969,242.2588577,35969,116.2842517,35969,204.385723,35969,203.4974405,35969,88.82824783,35969,201.0748519,35969,204.30497,35969,171.1962595,35969,45.22165344,35969,187.34685,35969,145.3553146
